activity_id,assay_chembl_id,document_chembl_id,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,assay_description,assay_type,assay_organism,doc_title,doc_abstract
26212552,CHEMBL5647851,CHEMBL5647683,CHEMBL1173655,IC50,nM,327.0,IC50,nM,327.0,Inhibition of EGFR L858R/T790M double mutant expressing in human NCI-H1975 cells assessed as cell survival by MTS assay,B,Homo sapiens,"BIBW2992, an irreversible EGFR/HER2 inhibitor highly effective in preclinical lung cancer models.","Genetic alterations in the kinase domain of the epidermal growth factor receptor (EGFR) in non-small cell lung cancer (NSCLC) patients are associated with sensitivity to treatment with small molecule tyrosine kinase inhibitors. Although first-generation reversible, ATP-competitive inhibitors showed encouraging clinical responses in lung adenocarcinoma tumors harboring such EGFR mutations, almost all patients developed resistance to these inhibitors over time. Such resistance to first-generation EGFR inhibitors was frequently linked to an acquired T790M point mutation in the kinase domain of EGFR, or upregulation of signaling pathways downstream of HER3. Overcoming these mechanisms of resistance, as well as primary resistance to reversible EGFR inhibitors driven by a subset of EGFR mutations, will be necessary for development of an effective targeted therapy regimen. Here, we show that BIBW2992, an anilino-quinazoline designed to irreversibly bind EGFR and HER2, potently suppresses the kinase activity of wild-type and activated EGFR and HER2 mutants, including erlotinib-resistant isoforms. Consistent with this activity, BIBW2992 suppresses transformation in isogenic cell-based assays, inhibits survival of cancer cell lines and induces tumor regression in xenograft and transgenic lung cancer models, with superior activity over erlotinib. These findings encourage further testing of BIBW2992 in lung cancer patients harboring EGFR or HER2 oncogenes."
26212553,CHEMBL5647851,CHEMBL5647683,CHEMBL553,IC50,nM,10000.0,IC50,nM,10000.0,Inhibition of EGFR L858R/T790M double mutant expressing in human NCI-H1975 cells assessed as cell survival by MTS assay,B,Homo sapiens,"BIBW2992, an irreversible EGFR/HER2 inhibitor highly effective in preclinical lung cancer models.","Genetic alterations in the kinase domain of the epidermal growth factor receptor (EGFR) in non-small cell lung cancer (NSCLC) patients are associated with sensitivity to treatment with small molecule tyrosine kinase inhibitors. Although first-generation reversible, ATP-competitive inhibitors showed encouraging clinical responses in lung adenocarcinoma tumors harboring such EGFR mutations, almost all patients developed resistance to these inhibitors over time. Such resistance to first-generation EGFR inhibitors was frequently linked to an acquired T790M point mutation in the kinase domain of EGFR, or upregulation of signaling pathways downstream of HER3. Overcoming these mechanisms of resistance, as well as primary resistance to reversible EGFR inhibitors driven by a subset of EGFR mutations, will be necessary for development of an effective targeted therapy regimen. Here, we show that BIBW2992, an anilino-quinazoline designed to irreversibly bind EGFR and HER2, potently suppresses the kinase activity of wild-type and activated EGFR and HER2 mutants, including erlotinib-resistant isoforms. Consistent with this activity, BIBW2992 suppresses transformation in isogenic cell-based assays, inhibits survival of cancer cell lines and induces tumor regression in xenograft and transgenic lung cancer models, with superior activity over erlotinib. These findings encourage further testing of BIBW2992 in lung cancer patients harboring EGFR or HER2 oncogenes."
26212556,CHEMBL5647853,CHEMBL5647683,CHEMBL1173655,IC50,nM,0.2,IC50,nM,0.2,Inhibition of EGFR E746_A750del mutant expressing in human HCC827 cells assessed as cell survival by MTS assay,B,Homo sapiens,"BIBW2992, an irreversible EGFR/HER2 inhibitor highly effective in preclinical lung cancer models.","Genetic alterations in the kinase domain of the epidermal growth factor receptor (EGFR) in non-small cell lung cancer (NSCLC) patients are associated with sensitivity to treatment with small molecule tyrosine kinase inhibitors. Although first-generation reversible, ATP-competitive inhibitors showed encouraging clinical responses in lung adenocarcinoma tumors harboring such EGFR mutations, almost all patients developed resistance to these inhibitors over time. Such resistance to first-generation EGFR inhibitors was frequently linked to an acquired T790M point mutation in the kinase domain of EGFR, or upregulation of signaling pathways downstream of HER3. Overcoming these mechanisms of resistance, as well as primary resistance to reversible EGFR inhibitors driven by a subset of EGFR mutations, will be necessary for development of an effective targeted therapy regimen. Here, we show that BIBW2992, an anilino-quinazoline designed to irreversibly bind EGFR and HER2, potently suppresses the kinase activity of wild-type and activated EGFR and HER2 mutants, including erlotinib-resistant isoforms. Consistent with this activity, BIBW2992 suppresses transformation in isogenic cell-based assays, inhibits survival of cancer cell lines and induces tumor regression in xenograft and transgenic lung cancer models, with superior activity over erlotinib. These findings encourage further testing of BIBW2992 in lung cancer patients harboring EGFR or HER2 oncogenes."
26212557,CHEMBL5647853,CHEMBL5647683,CHEMBL553,IC50,nM,0.6,IC50,nM,0.6,Inhibition of EGFR E746_A750del mutant expressing in human HCC827 cells assessed as cell survival by MTS assay,B,Homo sapiens,"BIBW2992, an irreversible EGFR/HER2 inhibitor highly effective in preclinical lung cancer models.","Genetic alterations in the kinase domain of the epidermal growth factor receptor (EGFR) in non-small cell lung cancer (NSCLC) patients are associated with sensitivity to treatment with small molecule tyrosine kinase inhibitors. Although first-generation reversible, ATP-competitive inhibitors showed encouraging clinical responses in lung adenocarcinoma tumors harboring such EGFR mutations, almost all patients developed resistance to these inhibitors over time. Such resistance to first-generation EGFR inhibitors was frequently linked to an acquired T790M point mutation in the kinase domain of EGFR, or upregulation of signaling pathways downstream of HER3. Overcoming these mechanisms of resistance, as well as primary resistance to reversible EGFR inhibitors driven by a subset of EGFR mutations, will be necessary for development of an effective targeted therapy regimen. Here, we show that BIBW2992, an anilino-quinazoline designed to irreversibly bind EGFR and HER2, potently suppresses the kinase activity of wild-type and activated EGFR and HER2 mutants, including erlotinib-resistant isoforms. Consistent with this activity, BIBW2992 suppresses transformation in isogenic cell-based assays, inhibits survival of cancer cell lines and induces tumor regression in xenograft and transgenic lung cancer models, with superior activity over erlotinib. These findings encourage further testing of BIBW2992 in lung cancer patients harboring EGFR or HER2 oncogenes."
29122946,CHEMBL6092756,CHEMBL6092148,CHEMBL6142527,IC50,nM,43.6,IC50,nM,43.6,Inhibition of wild type EGFR (unknown origin) using poly (Glu:Tyr) as substrate incubated for 1 hr in presence of ATP by ADP-glo kinase assay,B,Homo sapiens,"Design, preparation and biological evaluation of new Rociletinib-inspired analogs as irreversible EGFR inhibitors to treat non-small-cell-lung cancer.","Epidermal growth factor receptor (EGFR) kinase has been implicated in the uncontrolled cell growth associated with non-small cell lung cancer (NSCLC). This has prompted the development of 3 generations of EGFR inhibitors over the last 2 decades due to the rapid development of drug resistance issues caused by clinical mutations, including T790M, L858R and the double mutant T790M & L858R. In this work we report the design, preparation and biological assessment of new irreversible 2,4-diaminopyrimidine-based inhibitors of EGFR kinase. Twenty new compounds have been prepared and evaluated which incorporate a range of electrophilic moieties. These include acrylamide, 2-chloroacetamide and (2E)-3-phenylprop-2-enamide, to allow reaction with residue Cys797. In addition, more polar groups have been incorporated to provide a better balance of physical properties than clinical candidate Rociletinib. Inhibitory activities against EGFR wildtype (WT) and EGFR T790M & L858R have been evaluated along with cytotoxicity against EGFR-overexpressing (A549, A431) and normal cell lines (HepG2). Selectivity against JAK3 kinase as well as physicochemical properties determination (logD<sub>7.4</sub> and phosphate buffer solubility) have been used to profile the compounds. We have identified 20, 21 and 23 as potent mutant EGFR inhibitors (≤20 nM), with comparable or better selectivity over WT EGFR, and lower activity at JAK3, than Osimertinib or Rociletinib. Compounds 21 displayed the best combination of EGFR mutant activity, JAK3 selectivity, cellular activity and physicochemical properties. Finally, kinetic studies on 21 were performed, confirming a covalent mechanism of action at EGFR."
29122947,CHEMBL6092756,CHEMBL6092148,CHEMBL6163246,IC50,nM,87.8,IC50,nM,87.8,Inhibition of wild type EGFR (unknown origin) using poly (Glu:Tyr) as substrate incubated for 1 hr in presence of ATP by ADP-glo kinase assay,B,Homo sapiens,"Design, preparation and biological evaluation of new Rociletinib-inspired analogs as irreversible EGFR inhibitors to treat non-small-cell-lung cancer.","Epidermal growth factor receptor (EGFR) kinase has been implicated in the uncontrolled cell growth associated with non-small cell lung cancer (NSCLC). This has prompted the development of 3 generations of EGFR inhibitors over the last 2 decades due to the rapid development of drug resistance issues caused by clinical mutations, including T790M, L858R and the double mutant T790M & L858R. In this work we report the design, preparation and biological assessment of new irreversible 2,4-diaminopyrimidine-based inhibitors of EGFR kinase. Twenty new compounds have been prepared and evaluated which incorporate a range of electrophilic moieties. These include acrylamide, 2-chloroacetamide and (2E)-3-phenylprop-2-enamide, to allow reaction with residue Cys797. In addition, more polar groups have been incorporated to provide a better balance of physical properties than clinical candidate Rociletinib. Inhibitory activities against EGFR wildtype (WT) and EGFR T790M & L858R have been evaluated along with cytotoxicity against EGFR-overexpressing (A549, A431) and normal cell lines (HepG2). Selectivity against JAK3 kinase as well as physicochemical properties determination (logD<sub>7.4</sub> and phosphate buffer solubility) have been used to profile the compounds. We have identified 20, 21 and 23 as potent mutant EGFR inhibitors (≤20 nM), with comparable or better selectivity over WT EGFR, and lower activity at JAK3, than Osimertinib or Rociletinib. Compounds 21 displayed the best combination of EGFR mutant activity, JAK3 selectivity, cellular activity and physicochemical properties. Finally, kinetic studies on 21 were performed, confirming a covalent mechanism of action at EGFR."
29122948,CHEMBL6092756,CHEMBL6092148,CHEMBL6147522,IC50,nM,114.0,IC50,nM,114.0,Inhibition of wild type EGFR (unknown origin) using poly (Glu:Tyr) as substrate incubated for 1 hr in presence of ATP by ADP-glo kinase assay,B,Homo sapiens,"Design, preparation and biological evaluation of new Rociletinib-inspired analogs as irreversible EGFR inhibitors to treat non-small-cell-lung cancer.","Epidermal growth factor receptor (EGFR) kinase has been implicated in the uncontrolled cell growth associated with non-small cell lung cancer (NSCLC). This has prompted the development of 3 generations of EGFR inhibitors over the last 2 decades due to the rapid development of drug resistance issues caused by clinical mutations, including T790M, L858R and the double mutant T790M & L858R. In this work we report the design, preparation and biological assessment of new irreversible 2,4-diaminopyrimidine-based inhibitors of EGFR kinase. Twenty new compounds have been prepared and evaluated which incorporate a range of electrophilic moieties. These include acrylamide, 2-chloroacetamide and (2E)-3-phenylprop-2-enamide, to allow reaction with residue Cys797. In addition, more polar groups have been incorporated to provide a better balance of physical properties than clinical candidate Rociletinib. Inhibitory activities against EGFR wildtype (WT) and EGFR T790M & L858R have been evaluated along with cytotoxicity against EGFR-overexpressing (A549, A431) and normal cell lines (HepG2). Selectivity against JAK3 kinase as well as physicochemical properties determination (logD<sub>7.4</sub> and phosphate buffer solubility) have been used to profile the compounds. We have identified 20, 21 and 23 as potent mutant EGFR inhibitors (≤20 nM), with comparable or better selectivity over WT EGFR, and lower activity at JAK3, than Osimertinib or Rociletinib. Compounds 21 displayed the best combination of EGFR mutant activity, JAK3 selectivity, cellular activity and physicochemical properties. Finally, kinetic studies on 21 were performed, confirming a covalent mechanism of action at EGFR."
29122949,CHEMBL6092756,CHEMBL6092148,CHEMBL6150187,IC50,nM,35.0,IC50,nM,35.0,Inhibition of wild type EGFR (unknown origin) using poly (Glu:Tyr) as substrate incubated for 1 hr in presence of ATP by ADP-glo kinase assay,B,Homo sapiens,"Design, preparation and biological evaluation of new Rociletinib-inspired analogs as irreversible EGFR inhibitors to treat non-small-cell-lung cancer.","Epidermal growth factor receptor (EGFR) kinase has been implicated in the uncontrolled cell growth associated with non-small cell lung cancer (NSCLC). This has prompted the development of 3 generations of EGFR inhibitors over the last 2 decades due to the rapid development of drug resistance issues caused by clinical mutations, including T790M, L858R and the double mutant T790M & L858R. In this work we report the design, preparation and biological assessment of new irreversible 2,4-diaminopyrimidine-based inhibitors of EGFR kinase. Twenty new compounds have been prepared and evaluated which incorporate a range of electrophilic moieties. These include acrylamide, 2-chloroacetamide and (2E)-3-phenylprop-2-enamide, to allow reaction with residue Cys797. In addition, more polar groups have been incorporated to provide a better balance of physical properties than clinical candidate Rociletinib. Inhibitory activities against EGFR wildtype (WT) and EGFR T790M & L858R have been evaluated along with cytotoxicity against EGFR-overexpressing (A549, A431) and normal cell lines (HepG2). Selectivity against JAK3 kinase as well as physicochemical properties determination (logD<sub>7.4</sub> and phosphate buffer solubility) have been used to profile the compounds. We have identified 20, 21 and 23 as potent mutant EGFR inhibitors (≤20 nM), with comparable or better selectivity over WT EGFR, and lower activity at JAK3, than Osimertinib or Rociletinib. Compounds 21 displayed the best combination of EGFR mutant activity, JAK3 selectivity, cellular activity and physicochemical properties. Finally, kinetic studies on 21 were performed, confirming a covalent mechanism of action at EGFR."
29122950,CHEMBL6092756,CHEMBL6092148,CHEMBL6168241,IC50,nM,174.0,IC50,nM,174.0,Inhibition of wild type EGFR (unknown origin) using poly (Glu:Tyr) as substrate incubated for 1 hr in presence of ATP by ADP-glo kinase assay,B,Homo sapiens,"Design, preparation and biological evaluation of new Rociletinib-inspired analogs as irreversible EGFR inhibitors to treat non-small-cell-lung cancer.","Epidermal growth factor receptor (EGFR) kinase has been implicated in the uncontrolled cell growth associated with non-small cell lung cancer (NSCLC). This has prompted the development of 3 generations of EGFR inhibitors over the last 2 decades due to the rapid development of drug resistance issues caused by clinical mutations, including T790M, L858R and the double mutant T790M & L858R. In this work we report the design, preparation and biological assessment of new irreversible 2,4-diaminopyrimidine-based inhibitors of EGFR kinase. Twenty new compounds have been prepared and evaluated which incorporate a range of electrophilic moieties. These include acrylamide, 2-chloroacetamide and (2E)-3-phenylprop-2-enamide, to allow reaction with residue Cys797. In addition, more polar groups have been incorporated to provide a better balance of physical properties than clinical candidate Rociletinib. Inhibitory activities against EGFR wildtype (WT) and EGFR T790M & L858R have been evaluated along with cytotoxicity against EGFR-overexpressing (A549, A431) and normal cell lines (HepG2). Selectivity against JAK3 kinase as well as physicochemical properties determination (logD<sub>7.4</sub> and phosphate buffer solubility) have been used to profile the compounds. We have identified 20, 21 and 23 as potent mutant EGFR inhibitors (≤20 nM), with comparable or better selectivity over WT EGFR, and lower activity at JAK3, than Osimertinib or Rociletinib. Compounds 21 displayed the best combination of EGFR mutant activity, JAK3 selectivity, cellular activity and physicochemical properties. Finally, kinetic studies on 21 were performed, confirming a covalent mechanism of action at EGFR."
29122951,CHEMBL6092756,CHEMBL6092148,CHEMBL6134398,IC50,nM,44.8,IC50,nM,44.8,Inhibition of wild type EGFR (unknown origin) using poly (Glu:Tyr) as substrate incubated for 1 hr in presence of ATP by ADP-glo kinase assay,B,Homo sapiens,"Design, preparation and biological evaluation of new Rociletinib-inspired analogs as irreversible EGFR inhibitors to treat non-small-cell-lung cancer.","Epidermal growth factor receptor (EGFR) kinase has been implicated in the uncontrolled cell growth associated with non-small cell lung cancer (NSCLC). This has prompted the development of 3 generations of EGFR inhibitors over the last 2 decades due to the rapid development of drug resistance issues caused by clinical mutations, including T790M, L858R and the double mutant T790M & L858R. In this work we report the design, preparation and biological assessment of new irreversible 2,4-diaminopyrimidine-based inhibitors of EGFR kinase. Twenty new compounds have been prepared and evaluated which incorporate a range of electrophilic moieties. These include acrylamide, 2-chloroacetamide and (2E)-3-phenylprop-2-enamide, to allow reaction with residue Cys797. In addition, more polar groups have been incorporated to provide a better balance of physical properties than clinical candidate Rociletinib. Inhibitory activities against EGFR wildtype (WT) and EGFR T790M & L858R have been evaluated along with cytotoxicity against EGFR-overexpressing (A549, A431) and normal cell lines (HepG2). Selectivity against JAK3 kinase as well as physicochemical properties determination (logD<sub>7.4</sub> and phosphate buffer solubility) have been used to profile the compounds. We have identified 20, 21 and 23 as potent mutant EGFR inhibitors (≤20 nM), with comparable or better selectivity over WT EGFR, and lower activity at JAK3, than Osimertinib or Rociletinib. Compounds 21 displayed the best combination of EGFR mutant activity, JAK3 selectivity, cellular activity and physicochemical properties. Finally, kinetic studies on 21 were performed, confirming a covalent mechanism of action at EGFR."
29122952,CHEMBL6092756,CHEMBL6092148,CHEMBL6168204,IC50,nM,41.6,IC50,nM,41.6,Inhibition of wild type EGFR (unknown origin) using poly (Glu:Tyr) as substrate incubated for 1 hr in presence of ATP by ADP-glo kinase assay,B,Homo sapiens,"Design, preparation and biological evaluation of new Rociletinib-inspired analogs as irreversible EGFR inhibitors to treat non-small-cell-lung cancer.","Epidermal growth factor receptor (EGFR) kinase has been implicated in the uncontrolled cell growth associated with non-small cell lung cancer (NSCLC). This has prompted the development of 3 generations of EGFR inhibitors over the last 2 decades due to the rapid development of drug resistance issues caused by clinical mutations, including T790M, L858R and the double mutant T790M & L858R. In this work we report the design, preparation and biological assessment of new irreversible 2,4-diaminopyrimidine-based inhibitors of EGFR kinase. Twenty new compounds have been prepared and evaluated which incorporate a range of electrophilic moieties. These include acrylamide, 2-chloroacetamide and (2E)-3-phenylprop-2-enamide, to allow reaction with residue Cys797. In addition, more polar groups have been incorporated to provide a better balance of physical properties than clinical candidate Rociletinib. Inhibitory activities against EGFR wildtype (WT) and EGFR T790M & L858R have been evaluated along with cytotoxicity against EGFR-overexpressing (A549, A431) and normal cell lines (HepG2). Selectivity against JAK3 kinase as well as physicochemical properties determination (logD<sub>7.4</sub> and phosphate buffer solubility) have been used to profile the compounds. We have identified 20, 21 and 23 as potent mutant EGFR inhibitors (≤20 nM), with comparable or better selectivity over WT EGFR, and lower activity at JAK3, than Osimertinib or Rociletinib. Compounds 21 displayed the best combination of EGFR mutant activity, JAK3 selectivity, cellular activity and physicochemical properties. Finally, kinetic studies on 21 were performed, confirming a covalent mechanism of action at EGFR."
29122953,CHEMBL6092756,CHEMBL6092148,CHEMBL6160060,IC50,nM,116.0,IC50,nM,116.0,Inhibition of wild type EGFR (unknown origin) using poly (Glu:Tyr) as substrate incubated for 1 hr in presence of ATP by ADP-glo kinase assay,B,Homo sapiens,"Design, preparation and biological evaluation of new Rociletinib-inspired analogs as irreversible EGFR inhibitors to treat non-small-cell-lung cancer.","Epidermal growth factor receptor (EGFR) kinase has been implicated in the uncontrolled cell growth associated with non-small cell lung cancer (NSCLC). This has prompted the development of 3 generations of EGFR inhibitors over the last 2 decades due to the rapid development of drug resistance issues caused by clinical mutations, including T790M, L858R and the double mutant T790M & L858R. In this work we report the design, preparation and biological assessment of new irreversible 2,4-diaminopyrimidine-based inhibitors of EGFR kinase. Twenty new compounds have been prepared and evaluated which incorporate a range of electrophilic moieties. These include acrylamide, 2-chloroacetamide and (2E)-3-phenylprop-2-enamide, to allow reaction with residue Cys797. In addition, more polar groups have been incorporated to provide a better balance of physical properties than clinical candidate Rociletinib. Inhibitory activities against EGFR wildtype (WT) and EGFR T790M & L858R have been evaluated along with cytotoxicity against EGFR-overexpressing (A549, A431) and normal cell lines (HepG2). Selectivity against JAK3 kinase as well as physicochemical properties determination (logD<sub>7.4</sub> and phosphate buffer solubility) have been used to profile the compounds. We have identified 20, 21 and 23 as potent mutant EGFR inhibitors (≤20 nM), with comparable or better selectivity over WT EGFR, and lower activity at JAK3, than Osimertinib or Rociletinib. Compounds 21 displayed the best combination of EGFR mutant activity, JAK3 selectivity, cellular activity and physicochemical properties. Finally, kinetic studies on 21 were performed, confirming a covalent mechanism of action at EGFR."
29122954,CHEMBL6092756,CHEMBL6092148,CHEMBL6144365,IC50,nM,63.5,IC50,nM,63.5,Inhibition of wild type EGFR (unknown origin) using poly (Glu:Tyr) as substrate incubated for 1 hr in presence of ATP by ADP-glo kinase assay,B,Homo sapiens,"Design, preparation and biological evaluation of new Rociletinib-inspired analogs as irreversible EGFR inhibitors to treat non-small-cell-lung cancer.","Epidermal growth factor receptor (EGFR) kinase has been implicated in the uncontrolled cell growth associated with non-small cell lung cancer (NSCLC). This has prompted the development of 3 generations of EGFR inhibitors over the last 2 decades due to the rapid development of drug resistance issues caused by clinical mutations, including T790M, L858R and the double mutant T790M & L858R. In this work we report the design, preparation and biological assessment of new irreversible 2,4-diaminopyrimidine-based inhibitors of EGFR kinase. Twenty new compounds have been prepared and evaluated which incorporate a range of electrophilic moieties. These include acrylamide, 2-chloroacetamide and (2E)-3-phenylprop-2-enamide, to allow reaction with residue Cys797. In addition, more polar groups have been incorporated to provide a better balance of physical properties than clinical candidate Rociletinib. Inhibitory activities against EGFR wildtype (WT) and EGFR T790M & L858R have been evaluated along with cytotoxicity against EGFR-overexpressing (A549, A431) and normal cell lines (HepG2). Selectivity against JAK3 kinase as well as physicochemical properties determination (logD<sub>7.4</sub> and phosphate buffer solubility) have been used to profile the compounds. We have identified 20, 21 and 23 as potent mutant EGFR inhibitors (≤20 nM), with comparable or better selectivity over WT EGFR, and lower activity at JAK3, than Osimertinib or Rociletinib. Compounds 21 displayed the best combination of EGFR mutant activity, JAK3 selectivity, cellular activity and physicochemical properties. Finally, kinetic studies on 21 were performed, confirming a covalent mechanism of action at EGFR."
29122955,CHEMBL6092756,CHEMBL6092148,CHEMBL6103174,IC50,nM,76.7,IC50,nM,76.7,Inhibition of wild type EGFR (unknown origin) using poly (Glu:Tyr) as substrate incubated for 1 hr in presence of ATP by ADP-glo kinase assay,B,Homo sapiens,"Design, preparation and biological evaluation of new Rociletinib-inspired analogs as irreversible EGFR inhibitors to treat non-small-cell-lung cancer.","Epidermal growth factor receptor (EGFR) kinase has been implicated in the uncontrolled cell growth associated with non-small cell lung cancer (NSCLC). This has prompted the development of 3 generations of EGFR inhibitors over the last 2 decades due to the rapid development of drug resistance issues caused by clinical mutations, including T790M, L858R and the double mutant T790M & L858R. In this work we report the design, preparation and biological assessment of new irreversible 2,4-diaminopyrimidine-based inhibitors of EGFR kinase. Twenty new compounds have been prepared and evaluated which incorporate a range of electrophilic moieties. These include acrylamide, 2-chloroacetamide and (2E)-3-phenylprop-2-enamide, to allow reaction with residue Cys797. In addition, more polar groups have been incorporated to provide a better balance of physical properties than clinical candidate Rociletinib. Inhibitory activities against EGFR wildtype (WT) and EGFR T790M & L858R have been evaluated along with cytotoxicity against EGFR-overexpressing (A549, A431) and normal cell lines (HepG2). Selectivity against JAK3 kinase as well as physicochemical properties determination (logD<sub>7.4</sub> and phosphate buffer solubility) have been used to profile the compounds. We have identified 20, 21 and 23 as potent mutant EGFR inhibitors (≤20 nM), with comparable or better selectivity over WT EGFR, and lower activity at JAK3, than Osimertinib or Rociletinib. Compounds 21 displayed the best combination of EGFR mutant activity, JAK3 selectivity, cellular activity and physicochemical properties. Finally, kinetic studies on 21 were performed, confirming a covalent mechanism of action at EGFR."
29122956,CHEMBL6092756,CHEMBL6092148,CHEMBL6149229,IC50,nM,43.1,IC50,nM,43.1,Inhibition of wild type EGFR (unknown origin) using poly (Glu:Tyr) as substrate incubated for 1 hr in presence of ATP by ADP-glo kinase assay,B,Homo sapiens,"Design, preparation and biological evaluation of new Rociletinib-inspired analogs as irreversible EGFR inhibitors to treat non-small-cell-lung cancer.","Epidermal growth factor receptor (EGFR) kinase has been implicated in the uncontrolled cell growth associated with non-small cell lung cancer (NSCLC). This has prompted the development of 3 generations of EGFR inhibitors over the last 2 decades due to the rapid development of drug resistance issues caused by clinical mutations, including T790M, L858R and the double mutant T790M & L858R. In this work we report the design, preparation and biological assessment of new irreversible 2,4-diaminopyrimidine-based inhibitors of EGFR kinase. Twenty new compounds have been prepared and evaluated which incorporate a range of electrophilic moieties. These include acrylamide, 2-chloroacetamide and (2E)-3-phenylprop-2-enamide, to allow reaction with residue Cys797. In addition, more polar groups have been incorporated to provide a better balance of physical properties than clinical candidate Rociletinib. Inhibitory activities against EGFR wildtype (WT) and EGFR T790M & L858R have been evaluated along with cytotoxicity against EGFR-overexpressing (A549, A431) and normal cell lines (HepG2). Selectivity against JAK3 kinase as well as physicochemical properties determination (logD<sub>7.4</sub> and phosphate buffer solubility) have been used to profile the compounds. We have identified 20, 21 and 23 as potent mutant EGFR inhibitors (≤20 nM), with comparable or better selectivity over WT EGFR, and lower activity at JAK3, than Osimertinib or Rociletinib. Compounds 21 displayed the best combination of EGFR mutant activity, JAK3 selectivity, cellular activity and physicochemical properties. Finally, kinetic studies on 21 were performed, confirming a covalent mechanism of action at EGFR."
29122957,CHEMBL6092756,CHEMBL6092148,CHEMBL6144434,IC50,nM,59.2,IC50,nM,59.2,Inhibition of wild type EGFR (unknown origin) using poly (Glu:Tyr) as substrate incubated for 1 hr in presence of ATP by ADP-glo kinase assay,B,Homo sapiens,"Design, preparation and biological evaluation of new Rociletinib-inspired analogs as irreversible EGFR inhibitors to treat non-small-cell-lung cancer.","Epidermal growth factor receptor (EGFR) kinase has been implicated in the uncontrolled cell growth associated with non-small cell lung cancer (NSCLC). This has prompted the development of 3 generations of EGFR inhibitors over the last 2 decades due to the rapid development of drug resistance issues caused by clinical mutations, including T790M, L858R and the double mutant T790M & L858R. In this work we report the design, preparation and biological assessment of new irreversible 2,4-diaminopyrimidine-based inhibitors of EGFR kinase. Twenty new compounds have been prepared and evaluated which incorporate a range of electrophilic moieties. These include acrylamide, 2-chloroacetamide and (2E)-3-phenylprop-2-enamide, to allow reaction with residue Cys797. In addition, more polar groups have been incorporated to provide a better balance of physical properties than clinical candidate Rociletinib. Inhibitory activities against EGFR wildtype (WT) and EGFR T790M & L858R have been evaluated along with cytotoxicity against EGFR-overexpressing (A549, A431) and normal cell lines (HepG2). Selectivity against JAK3 kinase as well as physicochemical properties determination (logD<sub>7.4</sub> and phosphate buffer solubility) have been used to profile the compounds. We have identified 20, 21 and 23 as potent mutant EGFR inhibitors (≤20 nM), with comparable or better selectivity over WT EGFR, and lower activity at JAK3, than Osimertinib or Rociletinib. Compounds 21 displayed the best combination of EGFR mutant activity, JAK3 selectivity, cellular activity and physicochemical properties. Finally, kinetic studies on 21 were performed, confirming a covalent mechanism of action at EGFR."
29122958,CHEMBL6092756,CHEMBL6092148,CHEMBL6149588,IC50,nM,97.8,IC50,nM,97.8,Inhibition of wild type EGFR (unknown origin) using poly (Glu:Tyr) as substrate incubated for 1 hr in presence of ATP by ADP-glo kinase assay,B,Homo sapiens,"Design, preparation and biological evaluation of new Rociletinib-inspired analogs as irreversible EGFR inhibitors to treat non-small-cell-lung cancer.","Epidermal growth factor receptor (EGFR) kinase has been implicated in the uncontrolled cell growth associated with non-small cell lung cancer (NSCLC). This has prompted the development of 3 generations of EGFR inhibitors over the last 2 decades due to the rapid development of drug resistance issues caused by clinical mutations, including T790M, L858R and the double mutant T790M & L858R. In this work we report the design, preparation and biological assessment of new irreversible 2,4-diaminopyrimidine-based inhibitors of EGFR kinase. Twenty new compounds have been prepared and evaluated which incorporate a range of electrophilic moieties. These include acrylamide, 2-chloroacetamide and (2E)-3-phenylprop-2-enamide, to allow reaction with residue Cys797. In addition, more polar groups have been incorporated to provide a better balance of physical properties than clinical candidate Rociletinib. Inhibitory activities against EGFR wildtype (WT) and EGFR T790M & L858R have been evaluated along with cytotoxicity against EGFR-overexpressing (A549, A431) and normal cell lines (HepG2). Selectivity against JAK3 kinase as well as physicochemical properties determination (logD<sub>7.4</sub> and phosphate buffer solubility) have been used to profile the compounds. We have identified 20, 21 and 23 as potent mutant EGFR inhibitors (≤20 nM), with comparable or better selectivity over WT EGFR, and lower activity at JAK3, than Osimertinib or Rociletinib. Compounds 21 displayed the best combination of EGFR mutant activity, JAK3 selectivity, cellular activity and physicochemical properties. Finally, kinetic studies on 21 were performed, confirming a covalent mechanism of action at EGFR."
